[2025-09-10 16:00:56+0300] [INFO] Starting model server on 37909 for compression
[2025-09-10 16:00:56+0300] [INFO] which python: /usr/bin/python
Python 3.6.8
[2025-09-10 16:00:56+0300] [INFO] which uvicorn: /export/home/proiecte/aux/ovidiu.ghibea/.local/bin/uvicorn
[2025-09-10 16:00:56+0300] [INFO] key env: MCP_TRANSPORT=stdio MCP_BASE_DIR=/export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/MCP-main
[2025-09-10 16:00:56+0300] [INFO] SLURM_JOB_GPUS=1 CUDA_VISIBLE_DEVICES=0
[2025-09-10 16:00:56+0300] [INFO] Uvicorn (srun step) PID: 3088194
[2025-09-10 16:02:49+0300] [INFO] Waiting for model server health...
[2025-09-10 16:02:51+0300] [INFO] Waiting for model server health...
[2025-09-10 16:02:53+0300] [INFO] Waiting for model server health...
[2025-09-10 16:02:55+0300] [INFO] Waiting for model server health...
[2025-09-10 16:02:57+0300] [INFO] Waiting for model server health...
[2025-09-10 16:02:59+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:01+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:04+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:06+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:08+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:10+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:12+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:14+0300] [INFO] Waiting for model server health...
🦥 Unsloth Zoo will now patch everything to make training faster!
[2025-09-10 16:03:16+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:18+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:20+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:22+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:24+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:26+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:28+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:30+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:32+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:34+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:36+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:38+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:40+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:42+0300] [INFO] Waiting for model server health...
==((====))==  Unsloth 2025.7.8: Fast Llama patching. Transformers: 4.53.3.
   \\   /|    NVIDIA A100-SXM4-80GB. Num GPUs = 1. Max memory: 79.151 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.7.1+cu126. CUDA: 8.0. CUDA Toolkit: 12.6. Triton: 3.3.1
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.31.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
[2025-09-10 16:03:44+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:46+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:48+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:50+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:52+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:54+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:56+0300] [INFO] Waiting for model server health...
[2025-09-10 16:03:58+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:00+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:02+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:04+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:06+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:08+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:10+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:12+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:14+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:16+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:18+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:20+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:22+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:24+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:26+0300] [INFO] Waiting for model server health...
==((====))==  Unsloth 2025.7.8: Fast Llama patching. Transformers: 4.53.3.
   \\   /|    NVIDIA A100-SXM4-80GB. Num GPUs = 1. Max memory: 79.151 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.7.1+cu126. CUDA: 8.0. CUDA Toolkit: 12.6. Triton: 3.3.1
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.31.post1. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
[2025-09-10 16:04:28+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:30+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:32+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:34+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:36+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:38+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:40+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:42+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:44+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:46+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:48+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:50+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:52+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:54+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:56+0300] [INFO] Waiting for model server health...
[2025-09-10 16:04:58+0300] [INFO] Waiting for model server health...
INFO:     127.0.0.1:37510 - "GET /health HTTP/1.1" 200 OK
[2025-09-10 16:05:00+0300] [INFO] Health OK.
[2025-09-10 16:05:00+0300] [INFO] autossh wrapper PID: 3102333; log: /export/home/proiecte/aux/ovidiu.ghibea/Futural_WebApp/logs/compression/212925/autossh.log
INFO:     127.0.0.1:37522 - "POST /query HTTP/1.1" 200 OK
INFO:     127.0.0.1:37524 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37540 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37554 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37564 - "GET /health HTTP/1.1" 200 OK
[2025-09-10 16:05:05+0300] [INFO] Warm-up query sent.
INFO:     127.0.0.1:37566 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37578 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37594 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37608 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:37614 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52712 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52726 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52734 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52744 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52750 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52754 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52770 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52782 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52794 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52806 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52820 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52822 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52824 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52834 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42034 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42042 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42044 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42048 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42064 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42074 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42084 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42100 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42112 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42126 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42132 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42144 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42154 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42158 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:42166 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41122 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41130 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41146 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41158 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41166 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41170 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41180 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41186 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41194 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41206 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41216 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41226 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41240 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41250 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41258 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:41264 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56146 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56158 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56168 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56184 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56192 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56206 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56214 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56218 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56234 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56248 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56250 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56260 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56274 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56280 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47018 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47030 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47044 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47048 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47050 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47058 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47070 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47076 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47090 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47092 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47100 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47110 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47122 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47124 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:47140 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56226 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56228 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56244 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56250 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56260 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56276 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56282 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56296 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56300 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56306 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56320 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56324 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56334 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56350 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56364 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:56372 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53454 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53458 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53470 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53476 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53492 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53502 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53504 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53520 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53528 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53538 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53554 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53564 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53570 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53572 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53842 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53850 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53858 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53874 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53878 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53886 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53902 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53906 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53920 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53932 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53946 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53954 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53960 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53962 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:53972 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34584 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34590 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34594 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34598 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34610 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34618 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34622 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34628 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34632 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34644 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34654 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34668 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34670 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34676 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34682 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:34690 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38386 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38392 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38402 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38416 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38420 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38422 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38436 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38448 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38464 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38478 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38494 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38510 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38524 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38534 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58306 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58320 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58324 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58338 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58346 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58360 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58366 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58376 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58384 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58400 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58408 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58422 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58438 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58440 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:58452 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60130 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60132 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60144 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60158 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60160 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60166 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60182 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60196 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60200 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60210 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60220 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60228 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60238 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60250 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60262 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54188 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54190 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54202 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54206 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54212 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54224 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54234 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54238 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54240 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54248 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54258 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54274 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54286 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54292 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:54296 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59462 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59472 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59476 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59484 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59494 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59496 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59500 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59516 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59520 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59528 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59540 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59548 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59550 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59566 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:59574 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38458 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38464 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38470 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38478 - "GET /health HTTP/1.1" 200 OK
INFO:     127.0.0.1:38482 - "GET /health HTTP/1.1" 200 OK
[2025-09-10 16:07:41+0300] [DIAG] SIGTERM
[2025-09-10 16:07:41+0300] ========== DIAGNOSTICS (rc=143) ==========
Wed Sep 10 16:07:41 EEST 2025
JobID                   JobName      State ExitCode DerivedExitCode    Elapsed  Timelimit    ReqTRES  AllocTRES             NodeList                 End                         Reason        Comment 
------------ ------------------ ---------- -------- --------------- ---------- ---------- ---------- ---------- -------------------- ------------------- ------------------------------ -------------- 
212925              compression CANCELLED+      0:0             0:0   00:06:45   12:00:00 billing=1+ billing=1+    dgxa100-ncit-wn02 2025-09-10T16:07:41                           None                
212925.batch              batch  CANCELLED      0:0                   00:06:45                       cpu=1,gre+    dgxa100-ncit-wn02 2025-09-10T16:07:41                                               
212925.exte+             extern  CANCELLED      0:0                   00:06:45                       billing=1+    dgxa100-ncit-wn02 2025-09-10T16:07:41                                               
